NAME,PCODE,YYMMDD,경기수,SLG_분모,SLG_분자,OBP_분모,OBP_분자
김혜성,67304,2021-05-29,46.0,5,2,5,2
김혜성,67304,2021-05-30,47.0,3,1,3,1
김혜성,67304,2021-06-01,48.0,4,2,4,2
김혜성,67304,2021-06-02,49.0,4,0,5,1
김혜성,67304,2021-06-03,50.0,5,3,5,2
김혜성,67304,2021-06-04,51.0,5,1,5,1
김혜성,67304,2021-06-05,52.0,4,2,5,3
김혜성,67304,2021-06-06,53.0,3,1,5,3
김혜성,67304,2021-06-08,54.0,5,0,5,0
김혜성,67304,2021-06-09,55.0,1,0,1,0
김혜성,67304,2021-06-10,56.0,4,1,4,1
김혜성,67304,2021-06-11,57.0,5,2,5,2
김혜성,67304,2021-06-12,58.0,5,0,5,0
김혜성,67304,2021-06-13,59.0,4,0,4,0
김혜성,67304,2021-06-15,60.0,4,2,4,2
김혜성,67304,2021-06-16,61.0,4,0,4,0
김혜성,67304,2021-06-17,62.0,5,3,5,3
김혜성,67304,2021-06-18,63.0,4,1,4,1
김혜성,67304,2021-06-19,64.0,4,4,5,3
김혜성,67304,2021-06-20,65.0,3,0,5,2
김혜성,67304,2021-06-22,66.0,4,1,4,1
김혜성,67304,2021-06-23,67.0,4,4,5,3
김혜성,67304,2021-06-24,68.0,5,1,5,1
김혜성,67304,2021-06-25,69.0,5,4,6,3
김혜성,67304,2021-06-26,70.0,5,3,5,3
김혜성,67304,2021-06-27,71.0,4,1,5,2
김혜성,67304,2021-06-29,72.0,4,2,5,2
김혜성,67304,2021-06-30,73.0,5,3,5,3
김혜성,67304,2021-07-01,74.0,3,1,5,3
김혜성,67304,2021-07-02,75.0,4,1,4,1
김혜성,67304,2021-07-04,76.0,4,0,5,1
김혜성,67304,2021-07-05,77.0,4,1,4,1
김혜성,67304,2021-07-06,78.0,3,0,4,1
김혜성,67304,2021-07-07,79.0,5,1,5,1
김혜성,67304,2021-07-08,80.0,3,2,5,3
김혜성,67304,2021-08-10,81.0,3,0,4,1
김혜성,67304,2021-08-11,82.0,4,1,4,1
김혜성,67304,2021-08-12,83.0,3,1,5,3
김혜성,67304,2021-08-13,84.0,4,2,4,2
김혜성,67304,2021-08-14,85.0,3,1,4,2
김혜성,67304,2021-08-15,86.0,4,2,4,1
김혜성,67304,2021-08-17,87.0,2,0,4,2
김혜성,67304,2021-08-18,88.0,3,2,4,3
김혜성,67304,2021-08-20,89.0,4,1,4,1
김혜성,67304,2021-08-22,90.0,4,3,5,4
김혜성,67304,2021-08-24,91.0,5,0,5,0
김혜성,67304,2021-08-25,92.0,5,3,5,3
김혜성,67304,2021-08-26,93.0,4,0,4,0
김혜성,67304,2021-08-27,94.0,4,1,5,2
김혜성,67304,2021-08-28,95.0,4,1,4,1
김혜성,67304,2021-08-29,96.0,1,0,3,2
김혜성,67304,2021-08-31,97.0,5,1,5,1
김혜성,67304,2021-09-01,98.0,2,0,3,1
김혜성,67304,2021-09-03,100.0,4,1,4,1
김혜성,67304,2021-09-04,101.0,3,0,4,0
김혜성,67304,2021-09-05,102.0,4,1,4,1
김혜성,67304,2021-09-08,103.0,4,1,4,1
김혜성,67304,2021-09-09,104.0,4,2,4,2
김혜성,67304,2021-09-10,105.0,4,4,4,2
김혜성,67304,2021-09-11,106.0,6,4,6,4
김혜성,67304,2021-09-12,107.0,5,2,5,1
김혜성,67304,2021-09-12,108.0,3,2,4,2
이정후,67341,2021-04-03,1.0,3,1,4,2
이정후,67341,2021-04-04,2.0,5,1,5,1
이정후,67341,2021-04-06,3.0,5,3,5,1
이정후,67341,2021-04-07,4.0,4,1,6,3
이정후,67341,2021-04-08,5.0,3,0,4,1
이정후,67341,2021-04-09,6.0,4,3,5,3
이정후,67341,2021-04-10,7.0,4,3,4,2
이정후,67341,2021-04-11,8.0,3,0,5,2
이정후,67341,2021-04-13,9.0,4,3,5,4
이정후,67341,2021-04-14,10.0,3,0,3,0
이정후,67341,2021-04-15,11.0,4,0,4,0
이정후,67341,2021-04-16,12.0,4,3,4,2
이정후,67341,2021-04-17,13.0,4,2,5,3
이정후,67341,2021-04-18,14.0,4,1,4,1
이정후,67341,2021-04-20,15.0,3,0,4,1
이정후,67341,2021-04-21,16.0,3,0,5,2
이정후,67341,2021-04-22,17.0,5,1,5,1
이정후,67341,2021-04-23,18.0,4,3,5,3
이정후,67341,2021-04-24,19.0,4,1,5,2
이정후,67341,2021-04-25,20.0,4,2,4,2
이정후,67341,2021-04-27,21.0,4,1,4,1
이정후,67341,2021-04-28,22.0,5,1,6,2
이정후,67341,2021-04-29,23.0,4,2,4,1
이정후,67341,2021-04-30,24.0,3,0,5,1
이정후,67341,2021-05-01,25.0,4,4,6,4
이정후,67341,2021-05-02,26.0,4,2,5,3
이정후,67341,2021-05-05,27.0,5,6,5,3
이정후,67341,2021-05-06,28.0,3,2,4,2
이정후,67341,2021-05-08,29.0,5,5,5,3
이정후,67341,2021-05-09,30.0,4,2,4,1
이정후,67341,2021-05-09,31.0,3,0,5,2
이정후,67341,2021-05-11,32.0,3,1,5,3
이정후,67341,2021-05-12,33.0,3,1,4,2
이정후,67341,2021-05-13,34.0,4,2,5,3
이정후,67341,2021-05-14,35.0,3,3,4,4
이정후,67341,2021-05-15,36.0,5,7,5,4
이정후,67341,2021-05-16,37.0,4,2,4,2
이정후,67341,2021-05-18,38.0,4,2,5,2
이정후,67341,2021-05-19,39.0,3,7,5,5
이정후,67341,2021-05-21,40.0,4,2,4,1
이정후,67341,2021-05-22,41.0,4,3,5,2
이정후,67341,2021-05-23,42.0,4,2,4,1
이정후,67341,2021-05-26,43.0,1,0,2,1
이정후,67341,2021-05-28,45.0,3,1,4,2
이정후,67341,2021-05-29,46.0,5,3,5,2
이정후,67341,2021-05-30,47.0,4,0,4,0
이정후,67341,2021-06-01,48.0,4,0,4,0
이정후,67341,2021-06-02,49.0,2,1,4,3
이정후,67341,2021-06-03,50.0,5,5,5,3
이정후,67341,2021-06-04,51.0,3,2,4,2
이정후,67341,2021-06-05,52.0,5,3,5,2
이정후,67341,2021-06-06,53.0,3,2,5,3
이정후,67341,2021-06-08,54.0,4,0,5,1
이정후,67341,2021-06-09,55.0,4,1,5,2
이정후,67341,2021-06-10,56.0,4,1,4,1
이정후,67341,2021-06-12,58.0,3,3,4,3
이정후,67341,2021-06-13,59.0,3,1,4,2
이정후,67341,2021-06-15,60.0,3,3,4,3
이정후,67341,2021-06-16,61.0,4,3,4,2
이정후,67341,2021-06-17,62.0,5,2,5,2
이정후,67341,2021-06-18,63.0,4,4,4,2
이정후,67341,2021-06-19,64.0,4,0,5,1
이정후,67341,2021-06-20,65.0,5,5,5,2
이정후,67341,2021-06-22,66.0,3,1,5,2
이정후,67341,2021-06-23,67.0,4,3,5,3
이정후,67341,2021-06-24,68.0,4,4,5,2
이정후,67341,2021-06-25,69.0,5,0,6,0
이정후,67341,2021-06-26,70.0,5,0,5,0
이정후,67341,2021-06-27,71.0,3,0,4,1
이정후,67341,2021-06-29,72.0,5,2,5,1
이정후,67341,2021-06-30,73.0,4,4,5,4
이정후,67341,2021-07-01,74.0,4,1,4,1
이정후,67341,2021-07-02,75.0,4,2,4,2
이정후,67341,2021-07-04,76.0,1,1,4,4
이정후,67341,2021-07-05,77.0,3,1,4,2
이정후,67341,2021-07-06,78.0,3,1,4,2
이정후,67341,2021-07-07,79.0,5,3,5,2
이정후,67341,2021-07-08,80.0,3,1,5,3
이정후,67341,2021-08-12,83.0,5,2,5,1
이정후,67341,2021-08-13,84.0,5,2,5,2
이정후,67341,2021-08-14,85.0,4,3,4,3
이정후,67341,2021-09-10,105.0,4,2,4,1
이정후,67341,2021-09-11,106.0,4,7,6,5
이정후,67341,2021-09-12,107.0,5,4,5,3
이정후,67341,2021-09-12,108.0,4,2,4,2
로맥,67872,2021-04-04,1.0,4,0,4,0
로맥,67872,2021-04-06,2.0,3,0,4,1
로맥,67872,2021-04-07,3.0,1,0,4,3
로맥,67872,2021-04-08,4.0,2,0,4,2
로맥,67872,2021-04-09,5.0,3,0,5,2
로맥,67872,2021-04-10,6.0,4,2,4,2
로맥,67872,2021-04-13,8.0,4,4,4,1
로맥,67872,2021-04-14,9.0,4,1,4,1
로맥,67872,2021-04-15,10.0,4,5,4,2
로맥,67872,2021-04-16,11.0,5,1,5,1
로맥,67872,2021-04-17,12.0,5,3,5,2
로맥,67872,2021-04-18,13.0,3,4,4,1
로맥,67872,2021-04-20,14.0,4,1,5,2
로맥,67872,2021-04-21,15.0,3,0,3,0
로맥,67872,2021-04-22,16.0,4,2,5,3
로맥,67872,2021-04-23,17.0,4,2,4,1
로맥,67872,2021-04-24,18.0,5,4,5,1
로맥,67872,2021-04-25,19.0,4,4,4,1
로맥,67872,2021-04-27,20.0,2,0,2,0
로맥,67872,2021-04-28,21.0,4,3,4,2
로맥,67872,2021-04-29,22.0,3,2,4,3
로맥,67872,2021-04-30,23.0,2,0,3,1
로맥,67872,2021-05-01,24.0,4,0,4,0
로맥,67872,2021-05-02,25.0,3,0,3,0
로맥,67872,2021-05-05,26.0,4,6,6,4
로맥,67872,2021-05-06,27.0,4,0,4,0
로맥,67872,2021-05-08,28.0,4,5,4,2
로맥,67872,2021-05-09,29.0,3,4,4,2
로맥,67872,2021-05-09,30.0,4,0,5,1
로맥,67872,2021-05-11,31.0,4,1,4,1
로맥,67872,2021-05-12,32.0,3,0,5,2
로맥,67872,2021-05-13,33.0,3,4,5,3
로맥,67872,2021-05-14,34.0,4,1,5,2
로맥,67872,2021-05-17,35.0,4,0,4,0
로맥,67872,2021-05-18,36.0,4,3,5,4
로맥,67872,2021-05-19,37.0,5,2,6,3
로맥,67872,2021-05-21,38.0,4,2,5,2
로맥,67872,2021-05-22,39.0,2,0,2,0
로맥,67872,2021-05-26,41.0,6,0,6,0
로맥,67872,2021-05-27,42.0,4,2,4,2
로맥,67872,2021-05-28,43.0,2,1,5,4
로맥,67872,2021-05-29,44.0,3,3,5,4
로맥,67872,2021-05-30,45.0,4,0,5,1
로맥,67872,2021-06-01,46.0,4,0,4,0
로맥,67872,2021-06-02,47.0,5,6,5,2
로맥,67872,2021-06-04,48.0,4,0,5,1
로맥,67872,2021-06-05,49.0,3,8,4,2
로맥,67872,2021-06-06,50.0,4,5,4,2
로맥,67872,2021-06-08,51.0,4,0,4,0
로맥,67872,2021-06-09,52.0,3,0,4,1
로맥,67872,2021-06-11,53.0,3,1,4,2
로맥,67872,2021-06-12,54.0,4,0,5,1
로맥,67872,2021-06-13,55.0,4,0,4,0
로맥,67872,2021-06-16,56.0,4,2,5,3
로맥,67872,2021-06-16,57.0,3,0,4,1
로맥,67872,2021-06-17,58.0,5,2,5,1
로맥,67872,2021-06-18,59.0,3,0,5,2
로맥,67872,2021-06-19,60.0,4,4,4,1
로맥,67872,2021-06-20,61.0,4,5,5,3
로맥,67872,2021-06-22,62.0,3,0,3,0
로맥,67872,2021-06-23,63.0,3,4,4,2
로맥,67872,2021-06-24,64.0,5,1,5,1
로맥,67872,2021-06-25,65.0,4,0,5,1
로맥,67872,2021-06-26,66.0,1,0,1,0
로맥,67872,2021-06-27,67.0,3,0,5,2
로맥,67872,2021-06-29,68.0,4,6,5,4
로맥,67872,2021-06-30,69.0,3,0,4,1
로맥,67872,2021-06-30,70.0,3,0,5,2
로맥,67872,2021-07-01,71.0,4,0,5,1
로맥,67872,2021-07-02,72.0,2,0,2,0
로맥,67872,2021-07-04,73.0,5,1,5,1
로맥,67872,2021-07-05,74.0,4,1,5,2
로맥,67872,2021-07-06,75.0,3,1,4,2
로맥,67872,2021-07-07,76.0,4,2,4,2
로맥,67872,2021-07-08,77.0,3,1,4,2
로맥,67872,2021-07-09,78.0,3,1,4,2
로맥,67872,2021-07-10,79.0,4,4,4,1
로맥,67872,2021-07-11,80.0,2,1,5,4
로맥,67872,2021-08-10,81.0,4,0,4,0
로맥,67872,2021-08-11,82.0,2,1,3,2
로맥,67872,2021-08-13,83.0,3,1,4,2
로맥,67872,2021-08-14,84.0,4,0,4,0
로맥,67872,2021-08-15,85.0,3,2,4,3
로맥,67872,2021-08-18,86.0,4,0,4,0
로맥,67872,2021-08-19,87.0,1,0,2,1
로맥,67872,2021-08-20,88.0,4,0,4,0
로맥,67872,2021-09-01,96.0,1,0,2,1
로맥,67872,2021-09-02,98.0,1,0,2,1
로맥,67872,2021-09-03,99.0,4,3,4,2
로맥,67872,2021-09-04,100.0,3,0,3,0
로맥,67872,2021-09-08,102.0,2,4,2,1
로맥,67872,2021-09-09,103.0,5,2,5,1
로맥,67872,2021-09-10,104.0,4,0,4,0
로맥,67872,2021-09-11,105.0,1,0,3,2
로맥,67872,2021-09-12,106.0,3,0,3,0
로맥,67872,2021-09-12,107.0,4,2,4,1
강백호,68050,2021-04-04,1.0,3,2,4,3
강백호,68050,2021-04-06,2.0,4,0,4,0
강백호,68050,2021-04-07,3.0,4,3,5,4
강백호,68050,2021-04-08,4.0,4,2,4,2
강백호,68050,2021-04-09,5.0,5,5,5,3
강백호,68050,2021-04-10,6.0,3,1,4,2
강백호,68050,2021-04-11,7.0,4,1,4,1
강백호,68050,2021-04-13,8.0,5,1,5,1
강백호,68050,2021-04-14,9.0,3,0,4,1
강백호,68050,2021-04-15,10.0,2,3,5,5
강백호,68050,2021-04-16,11.0,4,3,4,2
강백호,68050,2021-04-17,12.0,4,1,5,2
강백호,68050,2021-04-18,13.0,4,1,5,1
강백호,68050,2021-04-20,14.0,4,1,5,2
강백호,68050,2021-04-21,15.0,5,6,5,3
강백호,68050,2021-04-22,16.0,4,1,5,1
강백호,68050,2021-04-23,17.0,5,3,5,3
강백호,68050,2021-04-24,18.0,4,5,4,2
강백호,68050,2021-04-25,19.0,4,2,5,1
강백호,68050,2021-04-27,20.0,5,3,6,3
강백호,68050,2021-04-28,21.0,4,2,4,2
강백호,68050,2021-04-29,22.0,5,1,5,1
강백호,68050,2021-04-30,23.0,2,2,4,4
강백호,68050,2021-05-01,24.0,3,2,4,3
강백호,68050,2021-05-02,25.0,4,3,4,2
강백호,68050,2021-05-05,26.0,2,2,2,1
강백호,68050,2021-05-06,27.0,4,0,5,1
강백호,68050,2021-05-08,28.0,3,1,5,3
강백호,68050,2021-05-09,29.0,3,4,3,1
강백호,68050,2021-05-09,30.0,4,2,5,2
강백호,68050,2021-05-11,31.0,5,3,5,3
강백호,68050,2021-05-12,32.0,5,5,5,2
강백호,68050,2021-05-13,33.0,3,0,4,1
강백호,68050,2021-05-14,34.0,5,3,6,3
강백호,68050,2021-05-15,35.0,5,6,5,3
강백호,68050,2021-05-18,36.0,3,3,4,4
강백호,68050,2021-05-19,37.0,4,2,4,2
강백호,68050,2021-05-21,38.0,3,1,4,2
강백호,68050,2021-05-22,39.0,3,0,4,1
강백호,68050,2021-05-23,40.0,5,0,5,0
강백호,68050,2021-05-26,41.0,3,2,4,2
강백호,68050,2021-05-27,42.0,3,7,5,5
강백호,68050,2021-05-28,43.0,3,2,5,4
강백호,68050,2021-05-29,44.0,3,1,5,3
강백호,68050,2021-05-30,45.0,3,2,4,3
강백호,68050,2021-06-01,46.0,5,3,5,3
강백호,68050,2021-06-02,47.0,4,6,4,2
강백호,68050,2021-06-04,48.0,2,1,3,2
강백호,68050,2021-06-05,49.0,5,2,5,2
강백호,68050,2021-06-06,50.0,4,0,5,1
강백호,68050,2021-06-08,51.0,4,1,5,2
강백호,68050,2021-06-09,52.0,5,3,5,2
강백호,68050,2021-06-11,53.0,5,0,5,0
강백호,68050,2021-06-12,54.0,3,3,5,5
강백호,68050,2021-06-13,55.0,4,2,4,1
강백호,68050,2021-06-16,56.0,4,4,5,4
강백호,68050,2021-06-17,57.0,3,1,3,1
강백호,68050,2021-06-18,58.0,4,0,4,0
강백호,68050,2021-06-19,59.0,3,1,3,1
강백호,68050,2021-06-19,60.0,2,0,4,2
강백호,68050,2021-06-20,61.0,4,2,4,2
강백호,68050,2021-06-22,62.0,3,1,4,2
강백호,68050,2021-06-23,63.0,3,1,4,2
강백호,68050,2021-06-24,64.0,1,0,5,4
강백호,68050,2021-06-25,65.0,2,1,3,2
강백호,68050,2021-06-26,66.0,3,8,4,3
강백호,68050,2021-06-27,67.0,1,2,4,4
강백호,68050,2021-06-30,68.0,3,1,4,2
강백호,68050,2021-07-01,69.0,3,1,5,3
강백호,68050,2021-07-02,70.0,4,1,4,1
강백호,68050,2021-07-04,71.0,4,2,5,2
강백호,68050,2021-07-05,72.0,2,2,3,2
강백호,68050,2021-07-08,73.0,3,1,4,2
강백호,68050,2021-07-09,74.0,4,7,4,3
강백호,68050,2021-07-11,75.0,4,0,4,0
강백호,68050,2021-08-10,76.0,4,2,4,2
강백호,68050,2021-08-11,77.0,3,2,5,4
강백호,68050,2021-08-12,78.0,2,2,5,4
강백호,68050,2021-08-13,79.0,3,2,5,3
강백호,68050,2021-08-14,80.0,4,1,4,1
강백호,68050,2021-08-15,81.0,4,4,5,3
강백호,68050,2021-08-17,82.0,4,4,5,3
강백호,68050,2021-08-18,83.0,5,4,5,1
강백호,68050,2021-08-19,84.0,4,0,4,0
강백호,68050,2021-08-20,85.0,3,0,4,1
강백호,68050,2021-08-22,86.0,4,0,5,1
강백호,68050,2021-08-23,87.0,3,3,3,2
강백호,68050,2021-08-25,88.0,4,2,5,3
강백호,68050,2021-08-26,89.0,5,8,5,2
강백호,68050,2021-08-27,90.0,4,3,4,2
강백호,68050,2021-08-28,91.0,3,0,4,0
강백호,68050,2021-08-29,92.0,5,2,5,1
강백호,68050,2021-08-31,93.0,2,0,2,0
강백호,68050,2021-09-03,96.0,1,2,3,1
강백호,68050,2021-09-04,97.0,4,3,5,2
강백호,68050,2021-09-05,98.0,5,4,5,3
강백호,68050,2021-09-08,99.0,4,0,5,0
강백호,68050,2021-09-09,100.0,5,6,5,2
강백호,68050,2021-09-10,101.0,3,0,4,1
강백호,68050,2021-09-11,102.0,4,1,5,2
강백호,68050,2021-09-12,103.0,2,0,4,2
강백호,68050,2021-09-12,104.0,4,1,4,1
정은원,68743,2021-04-04,1.0,2,0,5,3
정은원,68743,2021-04-06,2.0,2,0,4,2
정은원,68743,2021-04-07,3.0,2,2,4,4
정은원,68743,2021-04-08,4.0,3,0,4,1
정은원,68743,2021-04-09,5.0,3,2,4,2
정은원,68743,2021-04-10,6.0,4,1,4,1
정은원,68743,2021-04-11,7.0,4,2,5,3
정은원,68743,2021-04-14,9.0,4,0,5,1
정은원,68743,2021-04-15,10.0,4,0,4,0
정은원,68743,2021-04-16,11.0,3,0,4,1
정은원,68743,2021-04-17,12.0,3,1,4,2
정은원,68743,2021-04-18,13.0,5,0,5,0
정은원,68743,2021-04-20,14.0,3,1,4,2
정은원,68743,2021-04-21,15.0,4,4,4,3
정은원,68743,2021-04-22,16.0,3,1,5,3
정은원,68743,2021-04-23,17.0,3,0,4,1
정은원,68743,2021-04-24,18.0,5,6,6,4
정은원,68743,2021-04-25,19.0,4,0,4,0
정은원,68743,2021-04-27,20.0,5,1,5,1
정은원,68743,2021-04-28,21.0,4,3,4,2
정은원,68743,2021-04-29,22.0,1,0,5,4
정은원,68743,2021-04-30,23.0,6,3,6,3
정은원,68743,2021-05-01,24.0,4,2,6,4
정은원,68743,2021-05-02,25.0,3,0,5,2
정은원,68743,2021-05-05,26.0,3,0,4,1
정은원,68743,2021-05-06,27.0,5,2,5,2
정은원,68743,2021-05-08,28.0,4,2,4,1
정은원,68743,2021-05-09,29.0,3,2,4,3
정은원,68743,2021-05-09,30.0,3,1,5,3
정은원,68743,2021-05-11,31.0,4,0,4,0
정은원,68743,2021-05-12,32.0,4,2,5,2
정은원,68743,2021-05-13,33.0,5,3,5,2
정은원,68743,2021-05-14,34.0,3,1,5,3
정은원,68743,2021-05-15,35.0,5,3,5,1
정은원,68743,2021-05-16,36.0,4,1,4,1
정은원,68743,2021-05-18,37.0,1,0,1,0
정은원,68743,2021-05-19,38.0,2,1,4,3
정은원,68743,2021-05-21,39.0,5,2,5,2
정은원,68743,2021-05-22,40.0,2,0,4,2
정은원,68743,2021-05-23,41.0,5,0,5,0
정은원,68743,2021-05-26,42.0,4,6,5,5
정은원,68743,2021-05-27,43.0,5,0,5,0
정은원,68743,2021-05-28,44.0,3,1,4,2
정은원,68743,2021-05-29,45.0,3,3,4,2
정은원,68743,2021-05-30,46.0,4,3,5,4
정은원,68743,2021-06-01,47.0,3,1,4,2
정은원,68743,2021-06-02,48.0,5,4,5,1
정은원,68743,2021-06-04,49.0,4,2,4,1
정은원,68743,2021-06-05,50.0,5,2,5,2
정은원,68743,2021-06-06,51.0,6,3,6,1
정은원,68743,2021-06-08,52.0,2,1,4,3
정은원,68743,2021-06-09,53.0,4,0,4,0
정은원,68743,2021-06-10,54.0,3,0,4,1
정은원,68743,2021-06-11,55.0,5,2,6,3
정은원,68743,2021-06-12,56.0,5,5,5,2
정은원,68743,2021-06-13,57.0,4,3,5,3
정은원,68743,2021-06-15,58.0,3,5,4,3
정은원,68743,2021-06-16,59.0,2,2,5,5
정은원,68743,2021-06-16,60.0,4,1,4,1
정은원,68743,2021-06-17,61.0,2,0,3,1
정은원,68743,2021-06-18,62.0,4,1,5,2
정은원,68743,2021-06-19,63.0,4,4,5,2
정은원,68743,2021-06-20,64.0,2,1,4,3
정은원,68743,2021-06-22,65.0,3,0,3,0
정은원,68743,2021-06-23,66.0,4,1,4,1
정은원,68743,2021-06-24,67.0,4,5,4,2
정은원,68743,2021-06-25,68.0,3,0,3,0
정은원,68743,2021-06-26,69.0,2,0,4,2
정은원,68743,2021-06-27,70.0,3,2,3,2
정은원,68743,2021-06-30,71.0,4,2,5,3
정은원,68743,2021-07-01,72.0,2,1,3,2
정은원,68743,2021-07-02,73.0,5,4,5,3
정은원,68743,2021-07-04,74.0,4,1,4,1
정은원,68743,2021-07-05,75.0,4,2,4,2
정은원,68743,2021-07-07,76.0,3,1,5,3
정은원,68743,2021-07-09,77.0,5,3,5,2
정은원,68743,2021-07-10,78.0,3,0,5,2
정은원,68743,2021-07-11,79.0,4,0,4,0
정은원,68743,2021-08-10,80.0,4,2,4,1
정은원,68743,2021-08-11,81.0,4,0,5,0
정은원,68743,2021-08-13,82.0,3,0,4,1
정은원,68743,2021-08-14,83.0,4,0,5,1
정은원,68743,2021-08-15,84.0,4,1,4,1
정은원,68743,2021-08-17,85.0,2,1,4,3
정은원,68743,2021-08-18,86.0,3,1,4,2
정은원,68743,2021-08-19,87.0,4,0,4,0
정은원,68743,2021-08-20,88.0,3,1,4,2
정은원,68743,2021-08-21,89.0,2,1,4,3
정은원,68743,2021-08-22,90.0,3,0,4,0
정은원,68743,2021-08-24,91.0,5,1,5,1
정은원,68743,2021-08-25,92.0,4,0,5,1
정은원,68743,2021-08-26,93.0,5,1,5,1
정은원,68743,2021-08-27,94.0,4,0,5,1
정은원,68743,2021-08-31,97.0,4,2,5,3
정은원,68743,2021-09-01,98.0,4,2,4,1
정은원,68743,2021-09-03,99.0,4,0,4,0
정은원,68743,2021-09-03,100.0,3,0,4,1
정은원,68743,2021-09-04,101.0,4,2,5,3
정은원,68743,2021-09-05,102.0,4,2,5,3
정은원,68743,2021-09-07,103.0,2,0,3,1
정은원,68743,2021-09-08,104.0,3,1,5,3
정은원,68743,2021-09-09,105.0,3,1,4,2
정은원,68743,2021-09-10,106.0,1,1,1,1
정은원,68743,2021-09-11,107.0,5,4,5,2
정은원,68743,2021-09-12,108.0,4,4,5,2
정은원,68743,2021-09-12,109.0,3,0,5,2
이용규,74163,2021-04-03,1.0,4,1,4,1
이용규,74163,2021-04-04,2.0,2,0,3,1
이용규,74163,2021-04-06,3.0,3,0,3,0
이용규,74163,2021-04-07,4.0,4,0,6,2
이용규,74163,2021-04-08,5.0,1,0,1,0
이용규,74163,2021-04-09,6.0,4,1,4,1
이용규,74163,2021-04-10,7.0,4,0,4,0
이용규,74163,2021-04-11,8.0,2,0,3,1
이용규,74163,2021-04-13,9.0,4,4,4,4
이용규,74163,2021-04-14,10.0,2,1,3,2
이용규,74163,2021-04-15,11.0,4,2,4,2
이용규,74163,2021-04-16,12.0,4,0,4,0
이용규,74163,2021-04-17,13.0,4,3,4,1
이용규,74163,2021-04-18,14.0,3,1,3,1
이용규,74163,2021-04-20,15.0,4,0,5,1
이용규,74163,2021-04-21,16.0,4,1,5,1
이용규,74163,2021-04-22,17.0,3,1,4,2
이용규,74163,2021-04-23,18.0,4,3,4,2
이용규,74163,2021-04-24,19.0,3,1,4,2
이용규,74163,2021-04-25,20.0,4,3,4,1
이용규,74163,2021-04-27,21.0,1,3,3,3
이용규,74163,2021-04-28,22.0,4,1,5,2
이용규,74163,2021-04-29,23.0,2,0,2,0
이용규,74163,2021-04-30,24.0,3,2,4,3
이용규,74163,2021-05-01,25.0,4,2,5,3
이용규,74163,2021-05-02,26.0,1,0,1,0
이용규,74163,2021-05-05,27.0,4,1,5,2
이용규,74163,2021-05-06,28.0,3,0,5,2
이용규,74163,2021-05-08,29.0,5,1,5,1
이용규,74163,2021-05-09,30.0,4,0,4,0
이용규,74163,2021-05-09,31.0,3,3,4,2
이용규,74163,2021-05-11,32.0,4,0,4,0
이용규,74163,2021-05-13,34.0,3,0,4,1
이용규,74163,2021-05-15,36.0,6,3,6,2
이용규,74163,2021-05-16,37.0,2,0,3,1
이용규,74163,2021-05-18,38.0,4,2,5,3
이용규,74163,2021-05-19,39.0,4,2,5,3
이용규,74163,2021-05-21,40.0,3,1,4,2
이용규,74163,2021-05-22,41.0,4,2,5,2
이용규,74163,2021-05-23,42.0,4,1,4,1
이용규,74163,2021-05-27,44.0,3,3,5,4
이용규,74163,2021-05-28,45.0,3,0,3,0
이용규,74163,2021-06-01,48.0,3,0,4,1
이용규,74163,2021-06-02,49.0,1,0,1,0
이용규,74163,2021-06-03,50.0,4,1,5,2
이용규,74163,2021-06-04,51.0,3,1,4,2
이용규,74163,2021-06-05,52.0,4,1,4,1
이용규,74163,2021-06-06,53.0,3,0,4,1
이용규,74163,2021-06-08,54.0,2,2,4,3
이용규,74163,2021-06-09,55.0,3,0,5,2
이용규,74163,2021-06-10,56.0,3,0,3,0
이용규,74163,2021-06-11,57.0,1,1,2,2
이용규,74163,2021-06-12,58.0,2,3,2,1
이용규,74163,2021-06-13,59.0,3,1,4,2
이용규,74163,2021-06-15,60.0,4,0,4,0
이용규,74163,2021-06-16,61.0,2,2,2,2
이용규,74163,2021-06-17,62.0,4,7,5,4
이용규,74163,2021-06-18,63.0,3,0,4,1
이용규,74163,2021-06-19,64.0,5,3,5,3
이용규,74163,2021-06-20,65.0,3,2,5,4
이용규,74163,2021-06-22,66.0,3,1,4,2
이용규,74163,2021-06-23,67.0,1,0,1,0
이용규,74163,2021-06-24,68.0,5,1,5,1
이용규,74163,2021-06-25,69.0,4,3,5,3
이용규,74163,2021-06-26,70.0,4,2,4,2
이용규,74163,2021-06-27,71.0,3,0,4,1
이용규,74163,2021-06-29,72.0,2,1,4,3
이용규,74163,2021-06-30,73.0,3,0,4,1
이용규,74163,2021-07-01,74.0,3,0,4,1
이용규,74163,2021-07-02,75.0,3,0,4,1
이용규,74163,2021-07-04,76.0,4,2,4,2
이용규,74163,2021-07-05,77.0,3,0,4,1
이용규,74163,2021-07-06,78.0,4,2,4,2
이용규,74163,2021-07-07,79.0,5,4,5,3
이용규,74163,2021-07-08,80.0,4,1,5,2
이용규,74163,2021-08-10,81.0,3,0,4,0
이용규,74163,2021-08-11,82.0,3,2,4,2
이용규,74163,2021-08-12,83.0,5,4,5,3
이용규,74163,2021-08-13,84.0,3,0,4,0
이용규,74163,2021-08-14,85.0,3,0,3,0
이용규,74163,2021-08-15,86.0,2,0,4,2
이용규,74163,2021-08-17,87.0,4,1,4,1
이용규,74163,2021-08-18,88.0,1,0,1,0
