PCODE,NAME,BIRTH,GYEAR,MM-DD,v_team,result,타순,P,선발,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,비율,출루,장타,OPS,투구,avLI,RE24,WPA,YYMMDD
62700,하주석,1994-02-25,2021,05-18,LT,L 3:4,3,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.287,0.387,0.426,0.813,18,1.17,-0.28,0.045,2021-05-18
62700,하주석,1994-02-25,2021,05-19,LT,W 12:2,3,SS,1,5,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.299,0.394,0.433,0.826,21,0.40,1.57,0.071,2021-05-19
62700,하주석,1994-02-25,2021,05-21,KT,W 4:0,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.290,0.384,0.420,0.804,17,0.82,-1.31,-0.079,2021-05-21
62700,하주석,1994-02-25,2021,05-22,KT,W 5:0,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.282,0.374,0.408,0.783,13,0.42,-0.97,-0.043,2021-05-22
62700,하주석,1994-02-25,2021,05-26,OB,L 3:9,3,SS,1,4,0,2,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0.288,0.381,0.411,0.792,21,1.04,0.65,0.024,2021-05-26
62700,하주석,1994-02-25,2021,05-27,OB,W 3:0,3,SS,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.285,0.376,0.404,0.780,14,0.98,-0.67,-0.022,2021-05-27
62700,하주석,1994-02-25,2021,05-28,SK,L 3:12,3,SS,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.365,0.391,0.756,11,1.27,-1.66,-0.152,2021-05-28
62700,하주석,1994-02-25,2021,05-29,SK,L 2:6,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.269,0.357,0.381,0.738,15,0.34,-0.53,-0.035,2021-05-29
62700,하주석,1994-02-25,2021,06-01,HT,W 9:1,3,SS,1,4,2,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.274,0.360,0.402,0.763,15,0.53,1.48,0.034,2021-06-01
62700,하주석,1994-02-25,2021,06-02,HT,L 3:5,3,SS,1,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.275,0.366,0.401,0.768,29,1.64,0.12,0.016,2021-06-02
62700,하주석,1994-02-25,2021,06-04,NC,L 3:6,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.269,0.359,0.392,0.751,26,0.61,-0.74,-0.061,2021-06-04
62700,하주석,1994-02-25,2021,06-05,NC,L 1:6,3,SS,1,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.280,0.367,0.400,0.767,13,0.49,0.73,0.045,2021-06-05
62700,하주석,1994-02-25,2021,06-06,NC,W 13:10,3,DH,1,5,1,3,2,0,0,5,0,0,0,1,0,0,1,0,0,0,0.289,0.376,0.417,0.792,23,1.34,1.34,0.252,2021-06-06
62700,하주석,1994-02-25,2021,06-08,WO,W 4:2,3,SS,1,4,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.288,0.373,0.418,0.792,24,0.79,-0.09,-0.003,2021-06-08
62700,하주석,1994-02-25,2021,06-09,WO,L 2:6,3,SS,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.283,0.371,0.412,0.783,19,0.36,-0.35,-0.038,2021-06-09
62700,하주석,1994-02-25,2021,06-10,WO,W 1:0,3,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.283,0.369,0.408,0.777,10,1.23,0.14,0.034,2021-06-10
62700,하주석,1994-02-25,2021,06-11,KT,L 5:6,3,SS,1,6,0,3,2,0,0,5,0,0,0,0,0,0,1,1,0,0,0.289,0.372,0.421,0.794,23,1.72,-1.83,-0.305,2021-06-11
62700,하주석,1994-02-25,2021,06-12,KT,L 2:7,3,DH,1,5,0,2,1,0,0,3,0,1,0,0,0,0,3,0,0,0,0.292,0.373,0.426,0.799,23,0.96,0.77,0.040,2021-06-12
62700,하주석,1994-02-25,2021,06-13,KT,L 3:6,3,SS,1,5,0,2,1,0,0,3,1,1,0,0,0,0,2,0,0,0,0.295,0.373,0.430,0.803,17,0.79,0.11,0.021,2021-06-13
62700,하주석,1994-02-25,2021,06-15,LT,W 3:2,3,SS,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.289,0.367,0.422,0.789,19,0.99,-1.21,-0.090,2021-06-15
62700,하주석,1994-02-25,2021,06-16,LT,W 9:4,3,SS,1,5,1,3,3,0,0,6,3,0,0,0,0,0,1,0,0,0,0.296,0.372,0.440,0.812,21,0.66,1.93,0.158,2021-06-16
62700,하주석,1994-02-25,2021,06-16,LT,W 4:3,3,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.292,0.370,0.434,0.804,22,1.38,-0.79,-0.070,2021-06-16
62700,하주석,1994-02-25,2021,06-17,LT,L 2:9,3,SS,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.291,0.368,0.430,0.798,28,0.47,-0.42,-0.044,2021-06-17
62700,하주석,1994-02-25,2021,06-18,SK,W 4:3,3,SS,1,4,1,1,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0.291,0.369,0.436,0.805,24,1.81,-0.33,0.239,2021-06-18
62700,하주석,1994-02-25,2021,06-19,SK,L 5:7,3,SS,1,4,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0.294,0.373,0.437,0.810,18,1.20,0.48,0.026,2021-06-19
62700,하주석,1994-02-25,2021,06-20,SK,L 3:4,3,SS,1,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0.291,0.371,0.432,0.803,24,1.64,-1.04,-0.064,2021-06-20
62700,하주석,1994-02-25,2021,06-22,SS,L 0:9,3,SS,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.367,0.426,0.793,9,0.53,-0.88,-0.028,2021-06-22
62700,하주석,1994-02-25,2021,06-23,SS,L 0:3,3,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.286,0.365,0.423,0.789,21,1.13,-0.44,-0.048,2021-06-23
62700,하주석,1994-02-25,2021,06-24,SS,L 2:3,3,DH,1,2,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0.288,0.371,0.424,0.795,21,1.04,1.05,0.136,2021-06-24
62700,하주석,1994-02-25,2021,06-25,KT,L 0:2,3,SS,1,2,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0.290,0.372,0.433,0.804,9,0.45,0.15,0.013,2021-06-25
62700,하주석,1994-02-25,2021,06-26,KT,L 2:11,3,SS,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.286,0.368,0.427,0.795,15,1.06,-0.50,-0.021,2021-06-26
62700,하주석,1994-02-25,2021,06-27,KT,L 1:11,3,SS,1,3,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.291,0.371,0.430,0.801,12,1.21,-0.12,-0.024,2021-06-27
62700,하주석,1994-02-25,2021,06-30,OB,L 6:8,3,SS,1,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.289,0.368,0.426,0.794,18,2.20,-1.82,-0.268,2021-06-30
62700,하주석,1994-02-25,2021,07-01,OB,L 3:10,3,SS,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.288,0.366,0.423,0.790,12,0.40,-0.41,-0.045,2021-07-01
62700,하주석,1994-02-25,2021,07-02,LG,W 5:3,3,SS,1,3,0,2,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0.293,0.372,0.426,0.797,12,0.70,1.18,0.080,2021-07-02
62700,하주석,1994-02-25,2021,07-04,LG,L 0:5,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.288,0.367,0.419,0.786,12,0.27,-0.82,-0.028,2021-07-04
62700,하주석,1994-02-25,2021,07-05,LG,L 6:7,3,SS,1,5,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.290,0.367,0.419,0.786,15,1.14,1.26,0.083,2021-07-05
62700,하주석,1994-02-25,2021,07-07,HT,L 1:4,3,SS,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.286,0.365,0.413,0.778,19,1.23,-0.87,-0.111,2021-07-07
62700,하주석,1994-02-25,2021,07-09,SK,D :,3,SS,1,3,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.290,0.371,0.416,0.787,24,0.65,1.18,0.074,2021-07-09
62700,하주석,1994-02-25,2021,07-10,SK,D :,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.286,0.367,0.410,0.777,15,1.05,-1.53,-0.142,2021-07-10
62700,하주석,1994-02-25,2021,07-11,SK,D :,3,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.362,0.404,0.766,20,0.44,-0.86,-0.045,2021-07-11
62700,하주석,1994-02-25,2021,08-10,HT,L 1:4,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.278,0.358,0.399,0.756,11,1.42,-1.30,-0.147,2021-08-10
62700,하주석,1994-02-25,2021,08-11,HT,D 7:7,3,SS,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.352,0.392,0.744,15,0.71,-0.88,-0.094,2021-08-11
62700,하주석,1994-02-25,2021,08-13,NC,L 1:5,3,SS,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.271,0.351,0.388,0.739,19,0.81,-0.63,-0.061,2021-08-13
62700,하주석,1994-02-25,2021,08-14,NC,D 9:9,3,SS,1,5,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.266,0.346,0.382,0.728,19,1.02,-0.93,-0.113,2021-08-14
62700,하주석,1994-02-25,2021,08-15,NC,D 3:3,3,SS,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.268,0.349,0.382,0.731,15,1.57,0.22,0.099,2021-08-15
62700,하주석,1994-02-25,2021,08-17,SS,W 4:2,3,SS,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.266,0.348,0.380,0.728,9,1.62,-1.10,-0.115,2021-08-17
62700,하주석,1994-02-25,2021,08-18,SS,L 2:6,3,SS,1,4,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.269,0.349,0.385,0.734,14,0.53,0.19,-0.003,2021-08-18
62700,하주석,1994-02-25,2021,08-19,SS,L 3:11,3,SS,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.268,0.349,0.382,0.731,15,0.49,-0.23,-0.016,2021-08-19
62700,하주석,1994-02-25,2021,08-22,OB,W 11:3,3,SS,1,4,2,3,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0.274,0.354,0.396,0.750,12,0.84,2.91,0.091,2021-08-22
62700,하주석,1994-02-25,2021,08-24,OB,L 8:11,3,SS,1,4,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.270,0.349,0.391,0.740,19,0.94,-1.73,-0.107,2021-08-24
62700,하주석,1994-02-25,2021,08-25,WO,W 7:2,3,SS,1,5,2,3,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0.275,0.352,0.398,0.750,14,0.42,0.31,0.039,2021-08-25
62700,하주석,1994-02-25,2021,08-26,WO,D 4:4,3,SS,1,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0.274,0.356,0.395,0.751,25,0.97,0.51,0.055,2021-08-26
62700,하주석,1994-02-25,2021,08-27,WO,L 3:4,3,SS,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.271,0.354,0.392,0.746,23,0.98,0.15,0.045,2021-08-27
62700,하주석,1994-02-25,2021,08-28,NC,W 9:1,3,SS,1,5,1,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0.273,0.355,0.392,0.747,29,0.85,-0.46,0.022,2021-08-28
62700,하주석,1994-02-25,2021,08-29,NC,W 3:2,3,DH,1,3,1,1,0,0,1,4,3,0,0,1,0,0,1,0,0,0,0.274,0.357,0.400,0.757,17,1.53,2.25,0.379,2021-08-29
62700,하주석,1994-02-25,2021,08-31,KT,W 5:2,3,SS,1,4,1,2,2,0,0,4,1,2,0,0,0,0,1,0,0,0,0.276,0.358,0.407,0.765,15,0.47,0.78,0.043,2021-08-31
62700,하주석,1994-02-25,2021,09-01,KT,L 3:8,3,SS,1,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.279,0.359,0.408,0.768,17,1.15,0.61,0.085,2021-09-01
62700,하주석,1994-02-25,2021,09-03,LT,L 3:6,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.276,0.356,0.403,0.759,16,1.48,-2.13,-0.254,2021-09-03
62700,하주석,1994-02-25,2021,09-03,LT,L 0:2,3,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.275,0.355,0.402,0.757,13,1.23,-0.96,-0.138,2021-09-03
62700,하주석,1994-02-25,2021,09-04,HT,W 6:2,3,DH,1,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.274,0.353,0.399,0.752,21,1.40,-0.82,-0.099,2021-09-04
62700,하주석,1994-02-25,2021,09-05,HT,D 5:5,3,SS,1,5,0,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0.279,0.356,0.404,0.760,19,2.14,0.05,0.025,2021-09-05
62700,하주석,1994-02-25,2021,09-07,NC,L 4:16,3,SS,1,3,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.282,0.358,0.409,0.767,7,0.90,1.03,-0.004,2021-09-07
62700,하주석,1994-02-25,2021,09-08,NC,W 3:1,3,SS,1,3,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0.280,0.359,0.406,0.765,20,0.73,-1.10,-0.030,2021-09-08
62700,하주석,1994-02-25,2021,09-09,LG,L 1:8,3,SS,1,4,0,2,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0.282,0.360,0.407,0.767,13,0.61,-0.13,0.084,2021-09-09
62700,하주석,1994-02-25,2021,09-10,LG,L 0:2,3,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.282,0.359,0.405,0.764,11,0.69,-0.34,-0.041,2021-09-10
62700,하주석,1994-02-25,2021,09-11,SS,L 4:5,3,SS,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.281,0.357,0.403,0.760,17,1.38,-1.14,-0.146,2021-09-11
62700,하주석,1994-02-25,2021,09-12,SS,D 3:3,3,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.278,0.354,0.398,0.752,20,1.05,-1.53,-0.141,2021-09-12
62700,하주석,1994-02-25,2021,09-12,SS,D 6:6,3,SS,1,5,2,2,0,0,1,5,2,1,0,0,0,0,1,0,0,0,0.279,0.354,0.406,0.760,16,0.69,1.60,0.201,2021-09-12
62700,하주석,1994-02-25,2021,09-14,SK,D :,3,SS,1,5,2,3,0,0,1,6,3,1,0,0,0,0,0,0,0,0,0.283,0.357,0.416,0.773,17,0.82,2.00,0.079,2021-09-14
62895,한유섬,1989-08-09,2021,04-04,LT,D :,6,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.250,0.250,0.250,0.500,18,0.68,0.10,0.023,2021-04-04
62895,한유섬,1989-08-09,2021,04-06,HH,D :,6,RF,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.286,0.286,0.286,0.571,10,0.46,-0.10,-0.007,2021-04-06
62895,한유섬,1989-08-09,2021,04-07,HH,D :,6,LF,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.333,0.400,0.333,0.733,15,0.44,0.42,0.053,2021-04-07
62895,한유섬,1989-08-09,2021,04-08,HH,D :,6,LF,1,2,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0.364,0.500,0.455,0.955,12,1.14,1.41,0.195,2021-04-08
62895,한유섬,1989-08-09,2021,04-09,LG,L 5:9,6,RF,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.286,0.474,0.357,0.831,20,0.95,-0.16,0.017,2021-04-09
62895,한유섬,1989-08-09,2021,04-10,LG,W 4:3,5,RF,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.313,0.522,0.375,0.897,18,0.99,0.19,0.013,2021-04-10
62895,한유섬,1989-08-09,2021,04-11,LG,L 0:1,5,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.263,0.462,0.316,0.777,6,0.87,-0.56,-0.067,2021-04-11
62895,한유섬,1989-08-09,2021,04-13,NC,D :,5,RF,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.217,0.400,0.261,0.661,11,2.17,-0.86,-0.144,2021-04-13
62895,한유섬,1989-08-09,2021,04-14,NC,D :,6,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.192,0.382,0.231,0.613,13,1.08,-1.29,-0.107,2021-04-14
62895,한유섬,1989-08-09,2021,04-15,NC,D :,4,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.382,0.231,0.613,0,0.00,0.00,0.000,2021-04-15
62895,한유섬,1989-08-09,2021,04-16,HT,D :,6,RF,1,3,0,1,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0.207,0.410,0.276,0.686,21,1.15,0.71,0.074,2021-04-16
62895,한유섬,1989-08-09,2021,04-17,HT,D :,6,RF,1,4,1,2,1,0,1,6,1,0,0,1,0,0,0,0,0,0,0.242,0.432,0.424,0.856,12,1.16,1.34,0.226,2021-04-17
62895,한유섬,1989-08-09,2021,04-18,HT,D :,5,LF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.222,0.417,0.389,0.806,18,0.65,-0.43,-0.035,2021-04-18
62895,한유섬,1989-08-09,2021,04-20,SS,W 10:7,7,LF,1,4,2,2,1,0,0,3,1,0,0,0,0,0,2,0,0,1,0.250,0.415,0.425,0.840,18,0.46,0.27,0.050,2021-04-20
62895,한유섬,1989-08-09,2021,04-21,SS,L 4:14,5,LF,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.256,0.411,0.419,0.829,12,0.43,-0.24,-0.032,2021-04-21
62895,한유섬,1989-08-09,2021,04-22,SS,W 11:6,6,LF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.229,0.377,0.375,0.752,24,0.60,-1.42,-0.080,2021-04-22
62895,한유섬,1989-08-09,2021,04-23,WO,W 9:5,6,LF,1,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.226,0.364,0.358,0.722,19,0.56,-0.65,-0.047,2021-04-23
62895,한유섬,1989-08-09,2021,04-24,WO,W 5:4,6,LF,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.232,0.362,0.357,0.719,10,0.85,-0.16,-0.022,2021-04-24
62895,한유섬,1989-08-09,2021,04-25,WO,L 3:4,6,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.217,0.342,0.333,0.676,19,1.13,-1.05,-0.097,2021-04-25
62895,한유섬,1989-08-09,2021,04-27,KT,D :,5,LF,1,4,1,3,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0.250,0.364,0.406,0.770,18,0.29,3.20,-0.013,2021-04-27
62895,한유섬,1989-08-09,2021,04-28,KT,D :,5,LF,1,3,0,2,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0.269,0.383,0.433,0.816,15,1.71,2.03,0.273,2021-04-28
62895,한유섬,1989-08-09,2021,04-29,KT,D :,5,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.254,0.365,0.408,0.773,13,2.49,-1.70,-0.240,2021-04-29
62895,한유섬,1989-08-09,2021,05-01,OB,W 5:2,5,LF,1,5,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.250,0.363,0.395,0.757,19,1.87,-0.98,-0.173,2021-05-01
62895,한유섬,1989-08-09,2021,05-02,OB,L 5:8,5,LF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.247,0.354,0.383,0.737,17,1.13,-0.97,-0.069,2021-05-02
62895,한유섬,1989-08-09,2021,05-05,NC,W 13:12,5,LF,1,4,2,3,0,0,1,6,3,0,0,2,0,1,0,0,0,0,0.271,0.382,0.435,0.818,17,1.31,4.43,0.286,2021-05-05
62895,한유섬,1989-08-09,2021,05-06,NC,L 1:7,5,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.258,0.368,0.416,0.784,19,0.69,-0.95,-0.071,2021-05-06
62895,한유섬,1989-08-09,2021,05-08,WO,D :,5,LF,1,4,0,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0.280,0.382,0.441,0.823,18,0.38,1.25,0.075,2021-05-08
62895,한유섬,1989-08-09,2021,05-09,WO,D :,5,DH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.274,0.375,0.432,0.807,7,0.85,-0.44,-0.043,2021-05-09
62895,한유섬,1989-08-09,2021,05-09,WO,D :,5,RF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.276,0.379,0.429,0.808,18,0.78,0.19,-0.010,2021-05-09
62895,한유섬,1989-08-09,2021,05-11,LT,W 7:6,5,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.265,0.367,0.412,0.778,16,0.73,-0.96,-0.075,2021-05-11
62895,한유섬,1989-08-09,2021,05-12,LT,W 9:2,5,LF,1,5,0,2,1,0,0,3,2,0,0,0,0,0,2,0,0,0,0.271,0.368,0.421,0.789,21,0.55,0.52,-0.019,2021-05-12
62895,한유섬,1989-08-09,2021,05-13,LT,L 4:5,5,LF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.264,0.359,0.409,0.768,15,1.12,-1.12,-0.072,2021-05-13
62895,한유섬,1989-08-09,2021,05-14,OB,D :,5,LF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.252,0.346,0.391,0.737,26,1.03,-1.50,-0.158,2021-05-14
62895,한유섬,1989-08-09,2021,05-17,OB,D :,5,LF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.252,0.343,0.387,0.730,24,0.86,-0.54,-0.037,2021-05-17
62895,한유섬,1989-08-09,2021,05-18,HT,W 7:5,6,LF,1,4,1,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.260,0.348,0.415,0.762,19,0.63,1.02,0.041,2021-05-18
62895,한유섬,1989-08-09,2021,05-19,HT,W 11:5,5,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.252,0.338,0.402,0.740,21,2.26,-1.72,-0.223,2021-05-19
62895,한유섬,1989-08-09,2021,05-21,LG,D :,6,RF,1,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.252,0.340,0.397,0.737,22,2.01,-0.59,0.017,2021-05-21
62895,한유섬,1989-08-09,2021,05-22,LG,D :,6,RF,1,4,2,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.259,0.344,0.422,0.766,17,0.20,0.90,0.046,2021-05-22
62895,한유섬,1989-08-09,2021,05-23,LG,D :,5,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0.342,0.419,0.761,2,0.01,-0.26,0.000,2021-05-23
62895,한유섬,1989-08-09,2021,05-26,KT,W 9:5,5,RF,1,4,0,2,2,0,0,4,3,0,0,0,0,0,1,0,0,0,0.264,0.346,0.436,0.782,10,2.05,2.24,0.507,2021-05-26
62895,한유섬,1989-08-09,2021,05-27,KT,L 5:6,5,RF,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0.257,0.341,0.424,0.765,23,1.61,-2.14,-0.287,2021-05-27
62895,한유섬,1989-08-09,2021,05-29,HH,W 6:2,6,LF,1,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.252,0.333,0.415,0.748,17,1.39,-2.02,-0.123,2021-05-29
62895,한유섬,1989-08-09,2021,05-30,HH,W 5:1,6,LF,1,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.253,0.337,0.413,0.751,15,1.07,0.49,0.041,2021-05-30
62895,한유섬,1989-08-09,2021,06-02,SS,D :,1,PH,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.252,0.339,0.411,0.750,8,2.31,-0.11,-0.051,2021-06-02
62895,한유섬,1989-08-09,2021,06-04,OB,L 2:3,6,LF,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.247,0.337,0.403,0.740,16,1.54,-0.14,-0.039,2021-06-04
62895,한유섬,1989-08-09,2021,06-05,OB,L 5:8,7,LF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.248,0.341,0.401,0.742,15,0.72,-0.19,-0.033,2021-06-05
62895,한유섬,1989-08-09,2021,06-08,KT,D :,7,LF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.244,0.339,0.394,0.732,14,1.10,-0.56,-0.069,2021-06-08
62895,한유섬,1989-08-09,2021,06-09,KT,D :,7,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0.250,0.342,0.415,0.757,10,0.50,1.04,0.109,2021-06-09
62895,한유섬,1989-08-09,2021,06-11,WO,D :,6,LF,1,3,2,2,0,0,2,8,3,0,0,0,0,0,1,0,0,1,0.257,0.345,0.455,0.800,15,0.39,1.89,0.038,2021-06-11
62895,한유섬,1989-08-09,2021,06-12,WO,D :,6,LF,1,3,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.265,0.354,0.459,0.812,25,1.18,1.16,0.132,2021-06-12
62895,한유섬,1989-08-09,2021,06-13,WO,D :,6,RF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.260,0.351,0.451,0.802,14,0.50,-0.21,-0.002,2021-06-13
62895,한유섬,1989-08-09,2021,06-16,HT,W 10:1,6,RF,1,2,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0.257,0.353,0.446,0.798,20,0.45,0.43,0.022,2021-06-16
62895,한유섬,1989-08-09,2021,06-16,HT,L 0:2,2,PH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.257,0.356,0.446,0.801,6,0.97,0.28,0.045,2021-06-16
62895,한유섬,1989-08-09,2021,06-17,HT,W 6:3,6,RF,1,4,1,1,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0.257,0.357,0.458,0.815,20,1.05,0.80,0.060,2021-06-17
62895,한유섬,1989-08-09,2021,06-18,HH,L 3:4,6,RF,1,3,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.258,0.362,0.456,0.818,16,1.66,-0.23,-0.047,2021-06-18
62895,한유섬,1989-08-09,2021,06-19,HH,W 7:5,5,RF,1,3,1,1,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0.259,0.362,0.470,0.832,10,0.75,0.33,0.134,2021-06-19
62895,한유섬,1989-08-09,2021,06-20,HH,W 4:3,5,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.360,0.468,0.828,3,0.35,-0.12,-0.009,2021-06-20
